text,labels
"We consider the design of stepped wedge trials with continuous recruitment and continuous outcome measures. Suppose we recruit from a fixed number of clusters where eligible participants present continuously, and suppose we have fine control over when each cluster crosses to the intervention. Suppose also that we want to minimise the number of participants, leading us to consider ""incomplete"" designs (i.e. without full recruitment). How can we schedule recruitment and cross-over at different clusters to recruit efficiently while achieving good precision? The large number of possible designs can make exhaustive searches impractical. Instead we consider an algorithm using iterative improvements to hunt for an efficient design. At each iteration (starting from a complete design) a single participant - the one with the smallest impact on precision - is removed, and small changes preserving total sample size are made until no further improvement in precision can be found. Striking patterns emerge. Solutions typically focus recruitment and cross-over on the leading diagonal of the cluster-by-time diagram, but in some scenarios clusters form distinct phases resembling before-and-after designs. There is much to be learned about optimal design for incomplete stepped wedge trials. Algorithmic searches could offer a practical approach to trial design in complex settings generally.-The hunt for efficient, incomplete designs for stepped wedge trials with continuous recruitment and continuous outcome measures",3
"This methodological review aims to determine the extent to which design and analysis aspects of cluster randomization have been appropriately dealt with in reports of primary prevention trials. All reports of primary prevention trials using cluster randomization that were published from 1990 to 1993 in the American Journal of Public Health and Preventive Medicine were identified. Each article was examined to determine whether cluster randomization was taken into account in the design and statistical analysis. Of the 21 articles, only 4 (19%) included sample size calculations or discussions of power that allowed for clustering, while 12 (57%) took clustering into account in the statistical analysis. Design and analysis issues associated with cluster randomization are not recognized widely enough. Reports of cluster randomized trials should include sample size calculations and statistical analyses that take clustering into account, estimates of design effects to help others planning trials, and a table showing the baseline distribution of important characteristics by intervention group, including the number of clusters and average cluster size for each group.-Accounting for cluster randomization: a review of primary prevention trials, 1990 through 1993.",1
Reporting of stepped wedge cluster randomised trials: extension of the CONSORT 2010 statement with explanation and elaboration.,3
Extending CONSORT to include cluster trials.,1
"The prevalence of intermittent claudication (IC) in older adults by questionnaire is less than 5% while the prevalence of peripheral arterial disease (PAD) by non-invasive testing is 2-4-fold higher. Comorbid conditions may result in under-reporting intermittent claudication (IC) as assessed by the Rose Questionnaire. We examined characteristics of those who report leg pain in relationship to other comorbid conditions and disability in 5888 participants of the Cardiovascular Health Study (CHS). Older adults with exertional leg pain, not meeting criteria for IC, had a higher prevalence of PAD on non-invasive testing with the ankle-arm index than those without pain, as well as a higher prevalence of arthritis. The pattern of responses suggested that pain for both conditions was reported together. The Rose Questionnaire for IC is specific for PAD, but a negative questionnaire does not indicate a lack of symptoms, rather the presence of PAD along with other conditions that can cause pain.-The role of comorbidity in the assessment of intermittent claudication in older adults.",0
"Significant advances have been made in understanding the genetic basis of systemic sclerosis (scleroderma) in recent years. Can these discoveries lead to individualized monitoring and treatment? Besides robustly replicated genetic susceptibility loci, several genes have been recently linked to various systemic sclerosis disease manifestations. Furthermore, inclusion of genetic studies in design and analysis of drug trials could lead to development of genetic biomarkers that predict treatment response. Future genetic studies in well-characterized systemic sclerosis cohorts paired with advanced analytic approaches can lead to development of genetic biomarkers for targeted diagnostic and therapeutic interventions in systemic sclerosis.-Genetics of scleroderma: implications for personalized medicine?",0
"The choice of design between individual randomisation, cluster or pseudo-cluster randomisation is often made difficult. Clear methodological guidelines have been given for trials in general practice, but not for vaccine trials. This article proposes a decisional flow-chart to choose the most adapted design for evaluating the effectiveness of a vaccine in large-scale studies. Six criteria have been identified: importance of herd immunity or herd protection, ability to delimit epidemiological units, homogeneity of transmission probability across sub-populations, population's acceptability of randomisation, availability of logistical resources, and estimated sample size. This easy to use decisional method could help sponsors, trial steering committees and ethical committees adopt the most suitable design.-Designing phase III or IV trials for vaccines: choosing between individual or cluster randomised trial designs.",1
"The magnitude of the effect of an intervention on a quantitative outcome may be expressed as a standardized mean difference by dividing the difference in means by the standard deviation of the outcome. This is useful to compare outcomes measured using different scales, especially in meta-analysis. However, uncertainty about the standard deviation leads to complicated formulae to avoid bias and to compute the correct standard error. We review approximate and exact formulae and argue for the use of the exact formulae. We then extend the formulae to cluster-randomized trials, and show how the calculations may be implemented using published results. We also describe methods for estimating the standard deviation. Various pitfalls are identified which can lead to major errors especially in the cluster-randomized setting.-Standardized mean differences in individually-randomized and cluster-randomized trials, with applications to meta-analysis.",1
"The need for evidence about the effectiveness of therapeutics and other medical practices has triggered new interest in methods for comparative effectiveness research. Describe an approach to comparative effectiveness research involving cluster randomized trials in networks of hospitals, health plans, or medical practices with centralized administrative and informatics capabilities. We discuss the example of an ongoing cluster randomized trial to prevent methicillin-resistant Staphylococcus aureus (MRSA) infection in intensive care units (ICUs). The trial randomizes 45 hospitals to: (a) screening cultures of ICU admissions, followed by Contact Precautions if MRSA-positive, (b) screening cultures of ICU admissions followed by decolonization if MRSA-positive, or (c) universal decolonization of ICU admissions without screening. All admissions to adult ICUs. The primary outcome is MRSA-positive clinical cultures occurring &gt;or=2 days following ICU admission. Secondary outcomes include blood and urine infection caused by MRSA (and, separately, all pathogens), as well as the development of resistance to decolonizing agents. Recruitment of hospitals is complete. Data collection will end in Summer 2011. This trial takes advantage of existing personnel, procedures, infrastructure, and information systems in a large integrated hospital network to conduct a low-cost evaluation of prevention strategies under usual practice conditions. This approach is applicable to many comparative effectiveness topics in both inpatient and ambulatory settings.-Cluster randomized trials in comparative effectiveness research: randomizing hospitals to test methods for prevention of healthcare-associated infections.",1
"Drug self-administration experiments are a frequently used approach to assessing the abuse liability and reinforcing property of a compound. It has been used to assess the abuse liabilities of various substances such as psychomotor stimulants and hallucinogens, food, nicotine, and alcohol. The demand curve generated from a self-administration study describes how demand of a drug or non-drug reinforcer varies as a function of price. With the approval of the 2009 Family Smoking Prevention and Tobacco Control Act, demand curve analysis provides crucial evidence to inform the US Food and Drug Administration's policy on tobacco regulation, because it produces several important quantitative measurements to assess the reinforcing strength of nicotine. The conventional approach popularly used to analyze the demand curve data is individual-specific non-linear least square regression. The non-linear least square approach sets out to minimize the residual sum of squares for each subject in the dataset; however, this one-subject-at-a-time approach does not allow for the estimation of between- and within-subject variability in a unified model framework. In this paper, we review the existing approaches to analyze the demand curve data, non-linear least square regression, and the mixed effects regression and propose a new Bayesian hierarchical model. We conduct simulation analyses to compare the performance of these three approaches and illustrate the proposed approaches in a case study of nicotine self-administration in rats. We present simulation results and discuss the benefits of using the proposed approaches.-A Bayesian hierarchical model for demand curve analysis.",0
"Many different methods have been proposed for the analysis of cluster randomized trials (CRTs) over the last 30 years. However, the evaluation of methods on overdispersed count data has been based mostly on the comparison of results using empiric data; i.e. when the true model parameters are not known. In this study, we assess via simulation the performance of five methods for the analysis of counts in situations similar to real community-intervention trials. We used the negative binomial distribution to simulate overdispersed counts of CRTs with two study arms, allowing the period of time under observation to vary among individuals. We assessed different sample sizes, degrees of clustering and degrees of cluster-size imbalance. The compared methods are: (i) the two-sample t-test of cluster-level rates, (ii) generalized estimating equations (GEE) with empirical covariance estimators, (iii) GEE with model-based covariance estimators, (iv) generalized linear mixed models (GLMM) and (v) Bayesian hierarchical models (Bayes-HM). Variation in sample size and clustering led to differences between the methods in terms of coverage, significance, power and random-effects estimation. GLMM and Bayes-HM performed better in general with Bayes-HM producing less dispersed results for random-effects estimates although upward biased when clustering was low. GEE showed higher power but anticonservative coverage and elevated type I error rates. Imbalance affected the overall performance of the cluster-level t-test and the GEE's coverage in small samples. Important effects arising from accounting for overdispersion are illustrated through the analysis of a community-intervention trial on Solar Water Disinfection in rural Bolivia.-Performance of analytical methods for overdispersed counts in cluster randomized trials: sample size, degree of clustering and imbalance.",1
"In spite of recent contributions to the literature, informative cluster size settings are not well known and understood. In this paper, we give a formal definition of the problem and describe it from different viewpoints. Data generating mechanisms, parametric and nonparametric models are considered in light of examples. Our emphasis is on nonparametric and robust approaches to the inference on the marginal distribution. Descriptive statistics and parameters of interest are defined as functionals and they are accompanied with a generally applicable testing procedure. The theory is illustrated with an example on patients with incomplete spinal cord injuries.-Inference on the marginal distribution of clustered data with informative cluster size.",1
"This article presents the current state of patient-reported outcome measures and explains new opportunities for leveraging the recent adoption of electronic health records to expand the application of patient-reported outcomes in both clinical care and comparative effectiveness research. Historic developments of patient-reported outcome, electronic health record, and comparative effectiveness research are analyzed in two dimensions: patient centeredness and digitization. We pose the question, ""What needs to be standardized around the collection of patient-reported outcomes in electronic health records for comparative effectiveness research?"" We identified three converging trends: the progression of patient-reported outcomes toward greater patient centeredness and electronic adaptation; the evolution of electronic health records into personalized and fully digitized solutions; and the shift toward patient-oriented comparative effectiveness research. Related to this convergence, we propose an architecture for patient-reported outcome standardization that could serve as a first step toward a more comprehensive integration of patient-reported outcomes with electronic health record for both practice and research. The science of patient-reported outcome measurement has matured sufficiently to be integrated routinely into electronic health records and other electronic health solutions to collect data on an ongoing basis for clinical care and comparative effectiveness research. Further efforts and ideally coordinated efforts from various stakeholders are needed to refine the details of the proposed framework for standardization.-Measure once, cut twice--adding patient-reported outcome measures to the electronic health record for comparative effectiveness research.",0
"Marginal structural models were developed as a semiparametric alternative to the G-computation formula to estimate causal effects of exposures. In practice, these models are often specified using parametric regression models. As such, the usual conventions regarding regression model specification apply. This paper outlines strategies for marginal structural model specification and considerations for the functional form of the exposure metric in the final structural model. We propose a quasi-likelihood information criterion adapted from use in generalized estimating equations. We evaluate the properties of our proposed information criterion using a limited simulation study. We illustrate our approach using two empirical examples. In the first example, we use data from a randomized breastfeeding promotion trial to estimate the effect of breastfeeding duration on infant weight at 1 year. In the second example, we use data from two prospective cohorts studies to estimate the effect of highly active antiretroviral therapy on CD4 count in an observational cohort of HIV-infected men and women. The marginal structural model specified should reflect the scientific question being addressed but can also assist in exploration of other plausible and closely related questions. In marginal structural models, as in any regression setting, correct inference depends on correct model specification. Our proposed information criterion provides a formal method for comparing model fit for different specifications.-An information criterion for marginal structural models.",0
"Type I error probability spending functions are commonly used for designing sequential analysis of binomial data in clinical trials, but it is also quickly emerging for near-continuous sequential analysis of post-market drug and vaccine safety surveillance. It is well known that, for clinical trials, when the null hypothesis is not rejected, it is still important to minimize the sample size. Unlike in post-market drug and vaccine safety surveillance, that is not important. In post-market safety surveillance, specially when the surveillance involves identification of potential signals, the meaningful statistical performance measure to be minimized is the expected sample size when the null hypothesis is rejected. The present paper shows that, instead of the convex Type I error spending shape conventionally used in clinical trials, a concave shape is more indicated for post-market drug and vaccine safety surveillance. This is shown for both, continuous and group sequential analysis.-Type I error probability spending for post-market drug and vaccine safety surveillance with binomial data.",0
"We examined differences in preferences for the EQ-5D health states among blacks, Hispanics, and others living in the United States. A multi-stage probability sample was selected from the adult U.S. population. Each respondent valued a subset of the 243 EQ-5D health states. Regression analysis was used to analyze differences in mean valuations for 13 health states among the racial/ethnic groups. First, we compared unadjusted mean valuations among the three groups. Second, we evaluated differences in mean valuations among the groups after adjusting for other sociodemographic characteristics. Third, we evaluated the impact of race/ethnicity on estimates derived from the U.S. health state valuation (i.e., D1) model. Valuations differed among the groups for seven of the 13 health states, and these differences persisted after adjusting for other sociodemographic factors. Blacks appeared to perceive extreme health problems to be associated with less disutility than did members of the other two groups. Within the United States, there exist racial/ethnic differences in the perceived desirability of the EQ-5D health states that cannot be readily explained by socioeconomic disparities.-Racial/ethnic differences in preferences for the EQ-5D health states: results from the U.S. valuation study.",0
"There is an increased focus on randomized trials for proximal behavioral outcomes in early childhood research. However, planning sample sizes for such designs requires extant information on the size of effect, variance decomposition, and effectiveness of covariates. The purpose of this article is to employ a recent large representative sample of early childhood longitudinal study kindergartners to estimate design parameters for use in planning cluster randomized trials. A secondary objective is to compare the results of math and reading with the previous kindergartner cohort of 1999. For each measure, fall-spring gains in effect size units are calculated. In addition, multilevel models are fit to estimate variance components that are used to calculate intraclass correlations (ICCs) and R 2 statistics. The implications of the reported parameters are summarized in tables of required school sample sizes to detect small effects. The outcomes include information about student scores regarding learning behaviors, general behaviors, and academic abilities. Aside from math and reading, there were small gains in these measures from fall to spring, leading to effect sizes between about .1 and .2. In addition, the nonacademic ICCs are smaller than the academic ICCs but are still nontrivial. Use of a pretest covariate is generally effective in reducing the required sample size in power analyses. The ICCs for math and reading are smaller for the current sample compared with the 1999 sample.-Academic and Behavioral Design Parameters for Cluster Randomized Trials in Kindergarten: An Analysis of the Early Childhood Longitudinal Study 2011 Kindergarten Cohort (ECLS-K 2011).",1
"Identifying unusual growth-related measurements or longitudinal patterns in growth is often the focus in fetal and pediatric medicine. For example, the goal of the ongoing National Fetal Growth Study is to develop both cross-sectional and longitudinal reference curves for ultrasound fetal growth measurements that can be used for this purpose. Current methodology for estimating cross-sectional and longitudinal reference curves relies mainly on the linear mixed model. The focus of this paper is on examining the robustness of percentile estimation to the assumptions with respect to the Gaussian random-effect assumption implicitly made in the standard linear mixed model. We also examine a random-effects distribution based on mixtures of normals and compare the two approaches under both correct and misspecified random-effects distributions. In general, we find that the standard linear mixed model is relatively robust for cross-sectional percentile estimation but less robust for longitudinal or 'personalized' reference curves based on the conditional distribution given prior ultrasound measurements. The methodology is illustrated with data from a longitudinal fetal growth study.-The impact of random-effect misspecification on percentile estimation for longitudinal growth data.",0
"In the examination of the association between vaccines and rare adverse events after vaccination in postlicensure observational studies, it is challenging to define appropriate risk windows because prelicensure RCTs provide little insight on the timing of specific adverse events. Past vaccine safety studies have often used prespecified risk windows based on prior publications, biological understanding of the vaccine, and expert opinion. Recently, a data-driven approach was developed to identify appropriate risk windows for vaccine safety studies that use the self-controlled case series design. This approach employs both the maximum incidence rate ratio and the linear relation between the estimated incidence rate ratio and the inverse of average person time at risk, given a specified risk window. In this paper, we present a scan statistic that can identify appropriate risk windows in vaccine safety studies using the self-controlled case series design while taking into account the dependence of time intervals within an individual and while adjusting for time-varying covariates such as age and seasonality. This approach uses the maximum likelihood ratio test based on fixed-effects models, which has been used for analyzing data from self-controlled case series design in addition to conditional Poisson models.-A scan statistic for identifying optimal risk windows in vaccine safety studies using self-controlled case series design.",0
"Individual participant data (IPD) meta-analyses often analyze their IPD as if coming from a single study. We compare this approach with analyses that rather account for clustering of patients within studies. Comparison of effect estimates from logistic regression models in real and simulated examples. The estimated prognostic effect of age in patients with traumatic brain injury is similar, regardless of whether clustering is accounted for. However, a family history of thrombophilia is found to be a diagnostic marker of deep vein thrombosis [odds ratio, 1.30; 95% confidence interval (CI): 1.00, 1.70; P?=?0.05] when clustering is accounted for but not when it is ignored (odds ratio, 1.06; 95% CI: 0.83, 1.37; P?=?0.64). Similarly, the treatment effect of nicotine gum on smoking cessation is severely attenuated when clustering is ignored (odds ratio, 1.40; 95% CI: 1.02, 1.92) rather than accounted for (odds ratio, 1.80; 95% CI: 1.29, 2.52). Simulations show models accounting for clustering perform consistently well, but downwardly biased effect estimates and low coverage can occur when ignoring clustering. Researchers must routinely account for clustering in IPD meta-analyses; otherwise, misleading effect estimates and conclusions may arise.-Individual participant data meta-analyses should not ignore clustering.",1
A man with chest pain and acute ST elevations on electrocardiogram.,0
"The authors examined whether early ultrasound dating (?20 weeks) of gestational age (GA) in small-for-gestational-age (SGA) fetuses may underestimate gestational duration and therefore the incidence of SGA birth. Within a population-based case-control study (May 2002-June 2005) of Iowa SGA births and preterm deliveries identified from birth records (n = 2,709), the authors illustrate a novel methodological approach with which to assess and correct for systematic underestimation of GA by early ultrasound in women with suspected SGA fetuses. After restricting the analysis to subjects with first-trimester prenatal care, a nonmissing date of the last menstrual period (LMP), and early ultrasound (n = 1,135), SGA subjects' ultrasound GA was 5.5 days less than their LMP GA, on average. Multivariable linear regression was conducted to determine the extent to which ultrasound GA predicted LMP dating and to correct for systematic misclassification that results after applying standard guidelines to adjudicate differences in these measures. In the unadjusted model, SGA subjects required a correction of +1.5 weeks to the ultrasound estimate. With adjustment for maternal age, smoking, and first-trimester vaginal bleeding, standard guidelines for adjudicating differences in ultrasound and LMP dating underestimated SGA birth by 12.9% and overestimated preterm delivery by 8.7%. This methodological approach can be applied by researchers using different study populations in similar research contexts.-Correction of systematic bias in ultrasound dating in studies of small-for-gestational-age birth: an example from the Iowa Health in Pregnancy Study.",0
"Community intervention evaluations that measure changes over time may conduct repeated cross-sectional surveys, follow a cohort of residents over time, or (often) use both designs. Each survey design has implications for precision and cost. To explore these issues, we assume that two waves of surveys are conducted, and that the goal is to estimate change in behavior for people who reside in the community at both times. Cohort designs are shown to provide more accurate estimates (in the sense of lower mean squared error) than cross-sectional estimates if (1) there is strong correlation over time in an individual's behavior at time 0 and time 1, (2) relatively few subjects are lost to followup, (3) the bias is relatively small, and (4) the available sample size is not too large. Otherwise, a repeated cross-sectional design is more efficient. We developed methods for choosing between the two designs, and applied them to actual survey data. Owing to drop-outs and losses to followup, the cohort estimates were usually more biased than the cross-sectional estimates. The correlations over time for most of the variables studied were also high. In many instances the cohort estimate, although biased, is preferred to the relatively unbiased cross-sectional estimate because the mean squared error was smaller for the cohort than for the cross-sectional estimate. If these results are replicated in other data, they may result in guidelines for choosing a more efficient study design.-Optimal survey design for community intervention evaluations: cohort or cross-sectional?",1
"To investigate the role of human papillomavirus (HPV) in the development of cervical neoplasia in women with no previous cervical cytological abnormalities; whether the presence of virus DNA predicts development of squamous intraepithelial lesion; and whether the risk of incident squamous intraepithelial lesions differs with repeated detection of the same HPV type versus repeated detection of different types. Population based prospective cohort study. General population in Copenhagen, Denmark. 10 758 women aged 20-29 years followed up for development of cervical cytological abnormalities; 370 incident cases were detected (40 with atypical squamous cells of undetermined significance, 165 with low grade squamous intraepithelial lesions, 165 with high grade squamous intraepithelial lesions). RESULTS of cervical smear tests and cervical swabs at enrollment and at the second examination about two years later. Compared with women who were negative for human papillomavirus at enrollment, those with positive results had a significantly increased risk at follow up of having atypical cells (odds ratio 3.2, 95% confidence interval 1.3 to 7.9), low grade lesions (7.5, 4.8 to 11.7), or high grade lesions (25.8, 15.3 to 43.6). Similarly, women who were positive for HPV at the second examination had a strongly increased risk of low (34.3, 17.6 to 67.0) and high grade lesions (60.7, 25.5 to 144.0). For high grade lesions the risk was strongly increased if the same virus type was present at both examinations (813.0, 168.2 to 3229.2). Infection with human papillomavirus precedes the development of low and high grade squamous intraepithelial lesions. For high grade lesions the risk is greatest in women positive for the same type of HPV on repeated testing.-Type specific persistence of high risk human papillomavirus (HPV) as indicator of high grade cervical squamous intraepithelial lesions in young women: population based prospective follow up study.",0
"School-based drug-use prevention studies often apply interventions to entire schools. A major problem for these studies results from the intragroup dependence often seen when intact social groups are assigned to study conditions. Analysis of data from 2 such studies revealed intraclass correlation coefficients between 0.02 and 0.05 for common drug use measures. Because even such modest intragroup dependence can invalidate the traditional fixed-effects analyses, researchers should adopt alternative methods that acknowledge this dependence. These alternative methods are reviewed, and appropriate methods for computing sample size requirements are illustrated. Investigators should consider these analysis issues when planning future studies, because the number of schools required for an unbiased analysis may be substantially greater than for the traditional methods.-Planning for the appropriate analysis in school-based drug-use prevention studies.",1
"We examine the practicality of propensity score methods for estimating causal treatment effects conditional on intermediate posttreatment outcomes (principal effects) in the context of randomized experiments. In particular, we focus on the sensitivity of principal causal effect estimates to violation of principal ignorability, which is the primary assumption that underlies the use of propensity score methods to estimate principal effects. Under principal ignorability (PI), principal strata membership is conditionally independent of the potential outcome under control given the pre-treatment covariates; i.e. there are no differences in the potential outcomes under control across principal strata given the observed pretreatment covariates. Under this assumption, principal scores modeling principal strata membership can be estimated based solely on the observed covariates and used to predict strata membership and estimate principal effects. While this assumption underlies the use of propensity scores in this setting, sensitivity to violations of it has not been studied rigorously. In this paper, we explicitly define PI using the outcome model (although we do not actually use this outcome model in estimating principal scores) and systematically examine how deviations from the assumption affect estimates, including how the strength of association between principal stratum membership and covariates modifies the performance. We find that when PI is violated, very strong covariate predictors of stratum membership are needed to yield accurate estimates of principal effects.-On the use of propensity scores in principal causal effect estimation.",0
"In clinical trials with a small sample size, the characteristics (covariates) of patients assigned to different treatment arms may not be well balanced. This may lead to an inflated type I error rate. This problem can be more severe in trials that use response-adaptive randomization rather than equal randomization because the former may result in smaller sample sizes for some treatment arms. We have developed a patient allocation scheme for trials with binary outcomes to adjust the covariate imbalance during response-adaptive randomization. We used simulation studies to evaluate the performance of the proposed design. The proposed design keeps the important advantage of a standard response-adaptive design, that is to assign more patients to the better treatment arms, and thus it is ethically appealing. On the other hand, the proposed design improves over the standard response-adaptive design by controlling covariate imbalance between treatment arms, maintaining the nominal type I error rate, and offering greater power.-Response-adaptive randomization for clinical trials with adjustment for covariate imbalance.",0
"This article is part of a series of papers examining ethical issues in cluster randomized trials (CRTs) in health research. In the introductory paper in this series, we set out six areas of inquiry that must be addressed if the CRT is to be set on a firm ethical foundation. This paper addresses the sixth of the questions posed, namely, what is the role and authority of gatekeepers in CRTs in health research? 'Gatekeepers' are individuals or bodies that represent the interests of cluster members, clusters, or organizations. The need for gatekeepers arose in response to the difficulties in obtaining informed consent because of cluster randomization, cluster-level interventions, and cluster size. In this paper, we call for a more restrictive understanding of the role and authority of gatekeepers.Previous papers in this series have provided solutions to the challenges posed by informed consent in CRTs without the need to invoke gatekeepers. We considered that consent to randomization is not required when cluster members are approached for consent at the earliest opportunity and before any study interventions or data-collection procedures have started. Further, when cluster-level interventions or cluster size means that obtaining informed consent is not possible, a waiver of consent may be appropriate. In this paper, we suggest that the role of gatekeepers in protecting individual interests in CRTs should be limited. Generally, gatekeepers do not have the authority to provide proxy consent for cluster members. When a municipality or other community has a legitimate political authority that is empowered to make such decisions, cluster permission may be appropriate; however, gatekeepers may usefully protect cluster interests in other ways. Cluster consultation may ensure that the CRT addresses local health needs, and is conducted in accord with local values and customs. Gatekeepers may also play an important role in protecting the interests of organizations, such as hospitals, nursing homes, general practices, and schools. In these settings, permission to access the organization relies on resource implications and adherence to institutional policies.-What is the role and authority of gatekeepers in cluster randomized trials in health research?",1
"This paper reviews cluster randomized trials for HIV prevention, focusing on the unique aspects of such trials and describes key cluster randomized trials for HIV prevention from the past decade. Relevant methodological issues are also reviewed. Three cluster randomized trials evaluating sexually transmitted infection control as an HIV prevention tool have given mixed results. Recent modeling studies suggest that the differences are due to differences in the underlying populations rather than design differences. Two trials have shown reduced HIV incidence in intervention target groups without showing a community-wide effect. Areas of active methodological research include ensuring baseline comparability between arms in cluster randomized trials with relatively few clusters, and measuring incidence when the intervention may require time to be fully effective. Innovative approaches to measuring incidence based on so-called 'detuned assays' may be relevant to this problem. Cluster randomized trials are qualitatively different from individually randomized trials. As the intervention population may differ from the assessment population, cluster randomized trials of infectious diseases can estimate both direct and indirect intervention effects. Most cluster randomized trial interventions involve behavioral or social components, so the generalizability of results to other settings is often difficult. Modeling studies can aid in the interpretation of results.-Cluster randomized trials for HIV prevention.",1
"There is now widespread acknowledgement of the absence of a sound evidence base underpinning many of the decisions made in primary care. Randomised controlled trials represent the methodology of choicefor determining efficacy and effectiveness of interventions, yet researchers working in primary care have been reluctant to use intervention studies, favouring observational study designs. Unfamiliarity with the different trial designs now available, and the relative advantages and disadvantages conferred by each, may be one factor contributing to this paradox. In this paper, we consider the principal trial designs available to primary care researchers, discussing the contexts in which a particular design may prove most useful. This information will, we hope, also prove useful to primary care clinicians attempting to interpret trial findings.-Randomised controlled trials in primary care: scope and application.",1
"Cluster-randomized trials (CRTs) are able to address research questions that randomized controlled trials (RCTs) of individual patients cannot answer. Of great interest for infectious disease physicians and infection control practitioners are research questions relating to the impact of interventions on infectious disease dynamics at the whole-of-population level. However, there are important conceptual differences between CRTs and RCTs relating to design, analysis, and inference. These differences can be illustrated by the adage ""peas in a pod."" Does the question of interest relate to the ""peas"" (the individual patients) or the ""pods"" (the clusters)? Several examples of recent CRTs of community and intensive care unit infection prevention interventions are used to illustrate these key concepts. Examples of differences between the results of RCTs and CRTs on the same topic are given.-How the Cluster-randomized Trial ""Works""",1
"Studies involving clustering effects are common, but there is little consistency in their analysis. Various analytical methods were compared for a factorial cluster randomized trial (CRT) of two primary care-based interventions designed to increase breast screening attendance. Three cluster-level and five individual-level options were compared in respect of log odds ratios of attendance and their standard errors (SE), for the two intervention effects and their interaction. Cluster-level analyses comprised: (C1) unweighted regression of practice log odds; (C2) regression of log odds weighted by their inverse variance; (C3) random-effects meta-regression of log odds with practice as a random effect. Individual-level analyses comprised: (I1) standard logistic regression ignoring clustering; (I2) robust SE; (I3) generalized estimating equations; (I4) random-effects logistic regression; (I5) Bayesian random-effects logistic regression. Adjustments for stratification and baseline variables were investigated. As expected, method I1 was highly anti-conservative. The other, valid, methods exhibited considerable differences in parameter estimates and standard errors, even between the various random-effects methods based on the same statistical model. Method I4 was particularly sensitive to between-cluster variation and was computationally stable only after controlling for baseline uptake. Commonly used methods for the analysis of CRT can give divergent results. Simulation studies are needed to compare results from different methods in situations typical of cluster trials but when the true model parameters are known.-Comparison of methods for analysing cluster randomized trials: an example involving a factorial design.",1
"Cluster randomized control trials (cRCTs) have unique challenges compared to single site trials with regards to conduct of the trial, and it is important to understand these barriers. The aim of this scoping review was to describe the current literature surrounding the implementation of the cRCTs in hospitals. The search strategy was designed to identify literature relevant to conduct of cRCTs, with hospitals as the unit of randomization. Data was extracted and was mapped using the Consolidated Framework for Implementation Research (CFIR) as a codebook, which contains 39 constructs organized into five domains. Twenty-two articles met inclusion criteria and were included. 18 of 39 constructs of the CFIR were identified in coding, spanning four of the five domains. Barriers to the conduct of the trial were rarely reported as the main outcome of the study, and few details were included in the identified literature. The review can provide guidance to future researchers planning cRCTs in hospitals. It also identified a large gap in reporting of conduct of these trials, demonstrating the need for a research agenda that further explores the barriers and facilitators, with the aim of garnering knowledge for improved guidance in the implementation.-Barriers and enablers to conducting cluster randomized control trials in hospitals: A theory-informed scoping review",1
"We are motivated by a randomized clinical trial evaluating the efficacy of amitriptyline for the treatment of interstitial cystitis and painful bladder syndrome in treatment-na?ve patients. In the trial, both the non-adherence rate and the rate of loss to follow-up are fairly high. To estimate the effect of the treatment received on the outcome, we use the generalized structural mean model (GSMM), originally proposed to deal with non-adherence, to adjust for both non-adherence and loss to follow-up. In the model, loss to follow-up is handled by weighting the estimation equations for GSMM with one over the probability of not being lost to follow-up, estimated using a logistic regression model. We re-analyzed the data from the trial and found a possible benefit of amitriptyline when administered at a high-dose level.-Estimating the efficacy of an interstitial cystitis/painful bladder syndrome medication in a randomized trial with both non-adherence and loss to follow-up.",0
Design and Analysis of Cluster Randomization Trials,1
"There is increasing recognition of the critical role of intracluster correlations of health behavior outcomes in cluster intervention trials. This study examines the estimation, reporting, and use of intracluster correlations in planning cluster trials. We use an estimating equations approach to estimate the intracluster correlations corresponding to the multiple-time-point nested cross-sectional design. Sample size formulae incorporating 2 types of intracluster correlations are examined for the purpose of planning future trials. The traditional intracluster correlation is the correlation among individuals within the same community at a specific time point. A second type is the correlation among individuals within the same community at different time points. For a ""time x condition"" analysis of a pretest-posttest nested cross-sectional trial design, we show that statistical power considerations based upon a posttest-only design generally are not an adequate substitute for sample size calculations that incorporate both types of intracluster correlations. Estimation, reporting, and use of intracluster correlations are illustrated for several dichotomous measures related to underage drinking collected as part of a large nonrandomized trial to enforce underage drinking laws in the United States from 1998 to 2004.-The importance and role of intracluster correlations in planning cluster trials.",1
